"species";"meters_year_50";"meters_year_99"
"Rumex arcticus";1;5
"Rumex confertus";1;5
"Rumex crispus";1;5
"Rumex graminifolius";1;5
"Rumex hultenii";1;5
"Rumex longifolius";1;5
"Rumex maritimus";1;5
"Rumex obtusifolius";1;5
"Rumex pallidus";1;5
"Rumex patientia";1;5
"Rumex pseudonatronatus";0,1;1
"Rumex sibiricus";0,1;1
"Rumex thyrsiflorus";1;5
"Ruppia cirrhosa";400;1500
"Ruppia maritima";400;1500
"Sabulina elegans";0,1;1
"Sabulina rossii";0,1;1
"Sabulina rubella";0,1;1
"Sabulina stricta";0,1;1
"Sabulina verna";1;5
"Saccobasis polita";10;500
"Saccobasis polymorpha";10;500
"Saelania glaucescens";10;500
"Sagina caespitosa";0,1;1
"Sagina nivalis";0,1;1
"Sagina nodosa";0,1;1
"Sagina procumbens";0,1;1
"Sagina saginoides";0,1;1
"Salicornia dolichostachya";1;5
"Salicornia europaea";0,1;1
"Salicornia rubra";0,1;1
"Salix acutifolia";10;500
"Salix alaxensis";10;500
"Salix alba";10;500
"Salix arbuscula";10;500
"Salix arbusculoides";10;500
"Salix arbutifolia";10;500
"Salix arctica";10;500
"Salix arctophila";10;500
"Salix aurita";10;500
"Salix ballii";10;500
"Salix bebbiana";10;500
"Salix boganidensis";10;500
"Salix brachycarpa";10;500
"Salix brachypoda";10;500
"Salix caesia";10;500
"Salix candida";10;500
"Salix caprea";10;500
"Salix chamissonis";10;500
"Salix cinerea";10;500
"Salix cordata";10;500
"Salix daphnoides";10;500
"Salix discolor";10;500
"Salix exigua";10;500
"Salix fragilis";10;500
"Salix fuscescens";10;500
"Salix glauca";10;500
"Salix gracilis";10;500
"Salix hastata";10;500
"Salix herbacea";10;500
"Salix interior";10;500
"Salix jenisseensis";10;500
"Salix krylovii";10;500
"Salix lanata";10;500
"Salix lapponum";10;500
"Salix lutea";10;500
"Salix maccalliana";10;500
"Salix mackenzieana";10;500
"Salix myricoides";10;500
"Salix myrsinifolia";10;500
"Salix myrsinites";10;500
"Salix myrtillifolia";10;500
"Salix myrtilloides";10;500
"Salix niphoclada";10;500
"Salix nummularia";10;500
"Salix ovalifolia";10;500
"Salix pedicellaris";10;500
"Salix pellita";10;500
"Salix pentandra";10;500
"Salix phlebophylla";10;500
"Salix phylicifolia";10;500
"Salix planifolia";10;500
"Salix polaris";10;500
"Salix prolixa";10;500
"Salix pseudomonticola";10;500
"Salix pseudopentandra";10;500
"Salix pulchra";10;500
"Salix pyrifolia";10;500
"Salix pyrolifolia";10;500
"Salix recurvigemmata";10;500
"Salix repens";10;500
"Salix reptans";10;500
"Salix reticulata";10;500
"Salix rhamnifolia";10;500
"Salix richardsonii";10;500
"Salix rorida";10;500
"Salix rosmarinifolia";10;500
"Salix rotundifolia";10;500
"Salix saxatilis";10;500
"Salix schwerinii";10;500
"Salix scouleriana";10;500
"Salix serissima";10;500
"Salix sphenophylla";10;500
"Salix starkeana";10;500
"Salix triandra";10;500
"Salix uva-ursi";10;500
"Salix viminalis";10;500
"Salvia verticillata";1;5
"Salvinia natans";400;1500
"Sambucus racemosa";400;1500
"Sambucus sibirica";400;1500
"Sambucus williamsii";400;1500
"Sanguisorba canadensis";1;5
"Sanguisorba officinalis";1;5
"Sanicula marilandica";400;1500
"Sanionia orthothecioides";10;500
"Sanionia uncinata";10;500
"Saponaria officinalis";2;15
"Sarmentypnum exannulatum";10;500
"Sarmentypnum sarmentosum";10;500
"Sarmentypnum trichophyllum";10;500
"Sarmentypnum tundrae";10;500
"Sarracenia purpurea";1;5
"Saussurea alpina";10;500
"Saussurea amara";10;500
"Saussurea amurensis";10;500
"Saussurea angustifolia";10;500
"Saussurea congesta";10;500
"Saussurea controversa";10;500
"Saussurea latifolia";2;15
"Saussurea nuda";10;500
"Saussurea parviflora";10;500
"Saussurea salsa";10;500
"Saussurea schanginiana";10;500
"Saussurea stubendorffii";10;500
"Saussurea tilesii";10;500
"Saxifraga adscendens";0,1;1
"Saxifraga aizoides";0,1;1
"Saxifraga aleutica";0,1;1
"Saxifraga bronchialis";0,1;1
"Saxifraga cernua";0,1;1
"Saxifraga cespitosa";0,1;1
"Saxifraga eschscholtzii";0,1;1
"Saxifraga flagellaris";0,1;1
"Saxifraga hirculus";0,1;1
"Saxifraga hyperborea";1;5
"Saxifraga mertensiana";0,1;1
"Saxifraga omolojensis";0,1;1
"Saxifraga oppositifolia";0,1;1
"Saxifraga paniculata";0,1;1
"Saxifraga platysepala";0,1;1
"Saxifraga porsildiana";0,1;1
"Saxifraga rivularis";0,1;1
"Saxifraga serpyllifolia";0,1;1
"Saxifraga sibirica";0,1;1
"Saxifraga spinulosa";0,1;1
"Saxifraga tenuis";0,1;1
"Saxifraga tricuspidata";0,1;1
"Scabiosa ochroleuca";1;5
"Scapania aequiloba";10;500
"Scapania apiculata";2;15
"Scapania bolanderi";2;15
"Scapania calcicola";10;500
"Scapania crassiretis";10;500
"Scapania curta";10;500
"Scapania cuspiduligera";10;500
"Scapania glaucocephala";2;15
"Scapania gymnostomophila";10;500
"Scapania hyperborea";10;500
"Scapania irrigua";2;15
"Scapania kaurinii";10;500
"Scapania lingulata";10;500
"Scapania microdonta";10;500
"Scapania mucronata";2;15
"Scapania nemorea";2;15
"Scapania nimbosa";10;500
"Scapania obcordata";10;500
"Scapania ornithopodioides";10;500
"Scapania paludicola";10;500
"Scapania paludosa";10;500
"Scapania rufidula";10;500
"Scapania scandica";10;500
"Scapania simmonsii";10;500
"Scapania sphaerifera";10;500
"Scapania spitsbergensis";10;500
"Scapania subalpina";10;500
"Scapania tundrae";10;500
"Scapania uliginosa";10;500
"Scapania umbrosa";2;15
"Scapania undulata";10;500
"Sceptridium multifidum";2;15
"Scheuchzeria palustris";400;1500
"Schistidium agassizii";10;500
"Schistidium apocarpum";10;500
"Schistidium frisvollianum";10;500
"Schistidium liliputanum";10;500
"Schistidium papillosum";2;15
"Schistidium poeltii";10;500
"Schistidium rivulare";10;500
"Schistidium strictum";10;500
"Schistochilopsis grandiretis";10;500
"Schistochilopsis incisa";10;500
"Schistostega pennata";2;15
"Schizachne purpurascens";1;5
"Schljakovia kunzeana";10;500
"Schljakovianthus quadrilobus";10;500
"Schoenoplectus lacustris";1;5
"Schoenoplectus pungens";1;5
"Schoenoplectus tabernaemontani";400;1500
"Schoenoplectus validus";1;5
"Schoenus ferrugineus";0,1;1
"Scilla siberica";2;15
"Scirpus microcarpus";0,1;1
"Scirpus radicans";1;5
"Scirpus rubrotinctus";0,1;1
"Scirpus sylvaticus";1;5
"Sciuro-hypnum oedipodium";2;15
"Sciuro-hypnum ornellanum";10;500
"Sciuro-hypnum populeum";10;500
"Sciuro-hypnum reflexum";2;15
"Sciuro-hypnum starkei";2;15
"Scleranthus annuus";0,1;1
"Scolochloa festucacea";1;5
"Scorpidium cossonii";10;500
"Scorpidium revolvens";10;500
"Scorpidium scorpioides";10;500
"Scorzoneroides autumnalis";10;500
"Scouleria aquatica";10;500
"Scouleria pulcherrima";10;500
"Scrophularia nodosa";1;5
"Scrophularia umbrosa";1;5
"Scutellaria galericulata";1;5
"Secale cereale";1;5
"Sedum acre";0,1;1
"Sedum annuum";0,1;1
"Sedum villosum";0,1;1
"Seligeria campylopoda";10;500
"Seligeria diversifolia";10;500
"Seligeria donniana";2;15
"Seligeria pusilla";2;15
"Seligeria subimmersa";10;500
"Seligeria tristichoides";10;500
"Selinum carvifolia";1;5
"Senecio ambraceus";10;500
"Senecio dubitabilis";10;500
"Senecio eremophilus";2;15
"Senecio lugens";10;500
"Senecio nemorensis";10;500
"Senecio triangularis";10;500
"Senecio viscosus";10;500
"Senecio vulgaris";10;500
"Serratula coronata";10;500
"Seseli annuum";1;5
"Seseli libanotis";1;5
"Sesleria caerulea";0,1;1
"Setaria italica";1;5
"Setaria pumila";400;1500
"Setaria viridis";400;1500
"Shepherdia canadensis";400;1500
"Sibbaldia procumbens";0,1;1
"Sibbaldianthe bifurca";0,1;1
"Sibbaldiopsis tridentata";1;5
"Sibirotrisetum sibiricum";0,1;1
"Sieversia pusilla";1;5
"Silene acaulis";0,1;1
"Silene chalcedonica";1;5
"Silene dioica";1;5
"Silene flos-cuculi";1;5
"Silene involucrata";1;5
"Silene latifolia";1;5
"Silene linnaeana";0,1;1
"Silene menziesii";1;5
"Silene noctiflora";1;5
"Silene nutans";1;5
"Silene ostenfeldii";0,1;1
"Silene pauciflora";1;5
"Silene paucifolia";0,1;1
"Silene repens";0,1;1
"Silene samojedorum";0,1;1
"Silene sorensenis";1;5
"Silene stenophylla";1;5
"Silene tatarica";1;5
"Silene uniflora";1;5
"Silene uralensis";0,1;1
"Silene violascens";0,1;1
"Silene viscosa";400;1500
"Silene vulgaris";1;5
"Sinapis alba";1;5
"Sinapis arvensis";1;5
"Sisymbrium altissimum";1;5
"Sisymbrium loeselii";1;5
"Sisymbrium officinale";1;5
"Sisymbrium polymorphum";1;5
"Sisymbrium volgense";1;5
"Sisyrinchium montanum";2;15
"Sium latifolium";400;1500
"Sium suave";400;1500
"Smelowskia alba";1;5
"Smelowskia bifurcata";0,1;1
"Smelowskia borealis";1;5
"Smelowskia calycina";1;5
"Smelowskia jacutica";0,1;1
"Smelowskia media";1;5
"Smelowskia parryoides";0,1;1
"Smelowskia porsildii";1;5
"Smelowskia pyriformis";1;5
"Solanum dulcamara";400;1500
"Solanum nigrum";400;1500
"Solenostoma confertissimum";10;500
"Solenostoma hyalinum";2;15
"Solenostoma obovatum";10;500
"Solenostoma pseudopyriflorum";10;500
"Solenostoma pyriflorum";10;500
"Solenostoma rubrum";10;500
"Solenostoma sphaerocarpum";10;500
"Solenostoma subellipticum";10;500
"Solidago canadensis";10;500
"Solidago dahurica";2;15
"Solidago gigantea";10;500
"Solidago hispida";10;500
"Solidago lepida";10;500
"Solidago macrophylla";10;500
"Solidago multiradiata";10;500
"Solidago simplex";10;500
"Solidago uliginosa";10;500
"Solidago virgaurea";2;15
"Sonchus arvensis";10;500
"Sonchus asper";10;500
"Sonchus oleraceus";10;500
"Sorbaria sorbifolia";400;1500
"Sorbus aucuparia";400;1500
"Sorbus decora";400;1500
"Sorbus sambucifolia";400;1500
"Sorbus scopulina";400;1500
"Sparganium angustifolium";400;1500
"Sparganium emersum";400;1500
"Sparganium erectum";400;1500
"Sparganium eurycarpum";400;1500
"Sparganium friesii";400;1500
"Sparganium glomeratum";400;1500
"Sparganium gramineum";400;1500
"Sparganium hyperboreum";400;1500
"Sparganium multipedunculatum";400;1500
"Sparganium natans";400;1500
"Spergula arvensis";0,1;1
"Spergularia canadensis";1;5
"Spergularia marina";0,1;1
"Spergularia rubra";0,1;1
"Spergularia salina";0,1;1
"Sphagnum alaskense";10;500
"Sphagnum andersonianum";10;500
"Sphagnum angustifolium";10;500
"Sphagnum annulatum";10;500
"Sphagnum aongstroemii";10;500
"Sphagnum arcticum";10;500
"Sphagnum austinii";10;500
"Sphagnum balticum";10;500
"Sphagnum beringiense";10;500
"Sphagnum capillifolium";10;500
"Sphagnum centrale";10;500
"Sphagnum compactum";10;500
"Sphagnum concinnum";10;500
"Sphagnum contortum";10;500
"Sphagnum cuspidatum";10;500
"Sphagnum fallax";10;500
"Sphagnum fimbriatum";10;500
"Sphagnum flexuosum";10;500
"Sphagnum fuscum";10;500
"Sphagnum girgensohnii";2;15
"Sphagnum imbricatum";10;500
"Sphagnum incundum";10;500
"Sphagnum inexspectatum";10;500
"Sphagnum inundatum";10;500
"Sphagnum jensenii";10;500
"Sphagnum kenaiense";10;500
"Sphagnum lenense";10;500
"Sphagnum lindbergii";10;500
"Sphagnum magellanicum";2;15
"Sphagnum majus";10;500
"Sphagnum obtusum";10;500
"Sphagnum orientale";10;500
"Sphagnum pacificum";2;15
"Sphagnum palustre";2;15
"Sphagnum papillosum";10;500
"Sphagnum perfoliatum";10;500
"Sphagnum platyphyllum";10;500
"Sphagnum pulchrum";10;500
"Sphagnum quinquefarium";2;15
"Sphagnum recurvum";10;500
"Sphagnum riparium";10;500
"Sphagnum rubellum";10;500
"Sphagnum rubiginosum";2;15
"Sphagnum russowii";10;500
"Sphagnum squarrosum";2;15
"Sphagnum steerei";10;500
"Sphagnum subfulvum";2;15
"Sphagnum subnitens";10;500
"Sphagnum subobesum";10;500
"Sphagnum subsecundum";10;500
"Sphagnum tenellum";10;500
"Sphagnum teres";10;500
"Sphagnum tescorum";10;500
"Sphagnum tundrae";10;500
"Sphagnum warnstorfii";10;500
"Sphagnum wilfii";10;500
"Sphagnum wulfianum";10;500
"Sphenolobus minutus";10;500
"Sphenolobus saxicola";10;500
"Sphenopholis intermedia";0,1;1
"Spinulum annotinum";2;15
"Spiraea alpina";1;5
"Spiraea betulifolia";1;5
"Spiraea cantoniensis";1;5
"Spiraea chamaedryfolia";1;5
"Spiraea crenata";1;5
"Spiraea dahurica";0,1;1
"Spiraea hypericifolia";1;5
"Spiraea japonica";1;5
"Spiraea media";1;5
"Spiraea salicifolia";1;5
"Spiranthes australis";10;500
"Spiranthes romanzoffiana";10;500
"Spiranthes sinensis";10;500
"Spirodela polyrhiza";400;1500
"Splachnum ampullaceum";10;500
"Splachnum luteum";400;1500
"Splachnum rubrum";10;500
"Splachnum shaericum";10;500
"Splachnum sphaericum";10;500
"Splachnum vasculosum";10;500
"Sporobolus hookerianus";0,1;1
"Sporobolus michauxianus";0,1;1
"Stachys aspera";0,1;1
"Stachys palustris";1;5
"Stachys sylvatica";1;5
"Stegonia latifolia";10;500
"Stellaria alaskana";1;5
"Stellaria alsine";0,1;1
"Stellaria borealis";0,1;1
"Stellaria calycantha";0,1;1
"Stellaria crassifolia";0,1;1
"Stellaria dicranoides";1;5
"Stellaria fennica";0,1;1
"Stellaria fischeriana";1;5
"Stellaria graminea";1;5
"Stellaria hebecalyx";1;5
"Stellaria humifusa";0,1;1
"Stellaria jacutica";1;5
"Stellaria longifolia";0,1;1
"Stellaria longipes";0,1;1
"Stellaria media";0,1;1
"Stellaria nemorum";1;5
"Stellaria palustris";1;5
"Stellaria umbellata";1;5
"Stipa baicalensis";400;1500
"Stipa capillata";400;1500
"Stipa comata";400;1500
"Stipa krylovii";400;1500
"Stipa lessingiana";400;1500
"Stipa pennata";400;1500
"Stipa sareptana";400;1500
"Stipa zalesskii";400;1500
"Straminergon stramineum";10;500
"Stratiotes aloides";400;1500
"Streblotrichum convolutum";10;500
"Streptopus amplexifolius";400;1500
"Streptopus lanceolatus";400;1500
"Struthiopteris spicant";2;15
"Stuckenia filiformis";400;1500
"Stuckenia pectinata";400;1500
"Stuckenia vaginata";400;1500
"Suaeda calceoliformis";400;1500
"Suaeda maritima";400;1500
"Subularia aquatica";400;1500
"Succisa pratensis";1;5
"Swertia dichotoma";0,1;1
"Swertia obtusa";1;5
"Swertia perennis";1;5
"Swida alba";400;1500
"Swida sericea";400;1500
"Symphoricarpos albus";400;1500
"Symphoricarpos occidentalis";400;1500
"Symphyotrichum boreale";10;500
"Symphyotrichum ericoides";10;500
"Symphyotrichum falcatum";10;500
"Symphyotrichum laeve";10;500
"Symphyotrichum novi-belgii";10;500
"Symphyotrichum puniceum";10;500
"Symphyotrichum pygmaeum";10;500
"Symphyotrichum subspicatum";10;500
"Symphyotrichum yukonense";10;500
"Symphytum caucasicum";2;15
"Symphytum officinale";2;15
"Synthyris borealis";0,1;1
"Syntrichia caninervis";10;500
"Syntrichia norvegica";10;500
"Syntrichia ruralis";10;500
"Syringa vulgaris";40;150
"Syzygiella autumnalis";2;15
"Tanacetum bipinnatum";0,1;1
"Tanacetum corymbosum";1;5
"Tanacetum vulgare";1;5
"Taraxacum alaskanum";10;500
"Taraxacum arcticum";10;500
"Taraxacum brachyceras";10;500
"Taraxacum ceratophorum";10;500
"Taraxacum croceum";10;500
"Taraxacum holmenianum";10;500
"Taraxacum naevosum";10;500
"Taraxacum officinale";10;500
"Taraxacum phymatocarpum";10;500
"Taraxacum soczavae";10;500
"Taxus baccata";400;1500
"Taxus canadensis";400;1500
"Tayloria acuminata";2;15
"Tayloria hornschuchii";10;500
"Tayloria lingulata";10;500
"Tayloria splachnoides";2;15
"Tellima grandiflora";0,1;1
"Teloxys aristata";40;150
"Tephroseris congesta";10;500
"Tephroseris frigida";10;500
"Tephroseris integrifolia";10;500
"Tephroseris kjellmanii";10;500
"Tephroseris lindstroemii";10;500
"Tephroseris palustris";10;500
"Tephroseris yukonensis";10;500
"Tetralophozia filiformis";10;500
"Tetralophozia setiformis";10;500
"Tetraphis geniculata";2;15
"Tetraphis pellucida";2;15
"Tetraplodon angustatus";10;500
"Tetraplodon mnioides";10;500
"Tetraplodon pallidus";10;500
"Tetraplodon urceolatus";10;500
"Thalictrum alpinum";0,1;1
"Thalictrum aquilegiifolium";1;5
"Thalictrum baicalense";1;5
"Thalictrum flavum";1;5
"Thalictrum foetidum";1;5
"Thalictrum minus";1;5
"Thalictrum petaloideum";0,1;1
"Thalictrum simplex";1;5
"Thalictrum sparsiflorum";0,1;1
"Thalictrum venulosum";0,1;1
"Thamnobryum alopecurum";2;15
"Thamnobryum neckeroides";2;15
"Thelypteris palustris";10;500
"Thermopsis lanceolata";1;5
"Thermopsis mongolica";1;5
"Thladiantha dubia";400;1500
"Thlaspi arvense";1;5
"Thuidium assimile";10;500
"Thuidium delicatulum";2;15
"Thuidium recognitum";2;15
"Thuidium tamariscinum";2;15
"Thymus marschallianus";1;5
"Thymus mongolicus";0,1;1
"Thymus oxyodontus";1;5
"Thymus praecox";0,1;1
"Thymus proximus";0,1;1
"Thymus serpyllum";0,1;1
"Tiarella trifoliata";1;5
"Tilingia ajanense";1;5
"Timmia austriaca";10;500
"Timmia comata";10;500
"Timmia megapolitana";2;15
"Timmia norvegica";10;500
"Timmia sibirica";10;500
"Tofieldia coccinea";1;5
"Tofieldia pusilla";0,1;1
"Tomentypnum nitens";10;500
"Tortella alpicola";10;500
"Tortella arctica";10;500
"Tortella densa";10;500
"Tortella fragilis";10;500
"Tortella inclinata";10;500
"Tortella spitsbergensis";10;500
"Tortella tortuosa";2;15
"Tortula leucostoma";10;500
"Tortula mucronifolia";2;15
"Tortula muralis";10;500
"Tortula subulata";10;500
"Trachycystis flagellaris";2;15
"Trachycystis ussuriensis";2;15
"Tragopogon dubius";10;500
"Tragopogon orientalis";10;500
"Tragopogon podolicus";10;500
"Tragopogon pratensis";10;500
"Trapa natans";400;1500
"Trematodon ambiguus";10;500
"Trematodon brevicollis";10;500
"Triantha glutinosa";1;5
"Triantha occidentalis";1;5
"Trichodon cylindricus";10;500
"Trichophorum alpinum";10;500
"Trichophorum cespitosum";0,1;1
"Trichophorum pumilum";0,1;1
"Trichostomum crispulum";10;500
"Trichostomum tenuirostre";10;500
"Trifolium alpestre";0,1;1
"Trifolium arvense";0,1;1
"Trifolium aureum";1;5
"Trifolium campestre";0,1;1
"Trifolium fragiferum";0,1;1
"Trifolium hybridum";1;5
"Trifolium lupinaster";1;5
"Trifolium medium";1;5
"Trifolium montanum";1;5
"Trifolium pratense";1;5
"Trifolium repens";0,1;1
"Trifolium spadiceum";0,1;1
"Triglochin maritima";10;500
"Triglochin palustris";10;500
"Trillium camschatcense";2;15
"Tripleurospermum maritimum";2;15
"Tripolium pannonicum";10;500
"Trisetum cernuum";1;5
"Trisetum melicoides";1;5
"Trisetum spicatum";0,1;1
"Trisetum subalpestre";1;5
"Tritomaria exsecta";2;15
"Tritomaria exsectiformis";2;15
"Tritomaria quinquedentata";2;15
"Tritomaria scitula";2;15
"Trollius asiaticus";0,1;1
"Trollius europaeus";2;15
"Trollius membranostylis";1;5
"Trollius ranunculinus";0,1;1
"Trollius riederianus";0,1;1
"Trollius sibiricus";0,1;1
"Tsuga heterophylla";40;150
"Tsuga mertensiana";40;150
"Turritis glabra";1;5
"Tussilago farfara";10;500
"Typha angustifolia";10;500
"Typha latifolia";10;500
"Typha laxmannii";10;500
"Ulmus glabra";40;150
"Ulmus laevis";40;150
"Ulmus pumila";40;150
"Ulota curvifolia";2;15
"Ulota drummondii";2;15
"Ulota japonica";2;15
"Ulota obtusiuscula";2;15
"Ulota phyllantha";2;15
"Urtica angustifolia";1;5
"Urtica cannabina";400;1500
"Urtica dioica";1;5
"Urtica gracilis";1;5
"Urtica platyphylla";0,1;1
"Urtica urens";0,1;1
"Utricularia intermedia";400;1500
"Utricularia macrorhiza";400;1500
"Utricularia minor";400;1500
"Utricularia ochroleuca";400;1500
"Utricularia vulgaris";400;1500
"Vaccinium gaultherioides";400;1500
"Vaccinium microcarpum";400;1500
"Vaccinium myrtillus";400;1500
"Vaccinium ovalifolium";400;1500
"Vaccinium oxycoccos";400;1500
"Vaccinium uliginosum";400;1500
"Vaccinium vitis-idaea";400;1500
"Vahlodea atropurpurea";1;5
"Valeriana capitata";10;500
"Valeriana officinalis";1;5
"Valeriana sambucifolia";10;500
"Valeriana septentrionalis";10;500
"Valeriana sitchensis";2;15
"Valeriana transjenisensis";10;500
"Veratrum album";1;5
"Veratrum nigrum";1;5
"Veratrum oxysepalum";1;5
"Veratrum viride";0,1;1
"Verbascum lychnitis";1;5
"Verbascum nigrum";1;5
"Verbascum thapsus";1;5
"Veronica alpina";0,1;1
"Veronica americana";0,1;1
"Veronica anagallis-aquatica";1;5
"Veronica arvensis";0,1;1
"Veronica beccabunga";1;5
"Veronica chamaedrys";0,1;1
"Veronica densiflora";0,1;1
"Veronica filiformis";0,1;1
"Veronica gentianoides";1;5
"Veronica incana";0,1;1
"Veronica longifolia";1;5
"Veronica officinalis";0,1;1
"Veronica peregrina";0,1;1
"Veronica persica";0,1;1
"Veronica pinnata";0,1;1
"Veronica prostrata";0,1;1
"Veronica scutellata";0,1;1
"Veronica serpyllifolia";0,1;1
"Veronica spicata";1;5
"Veronica spuria";1;5
"Veronica stelleri";0,1;1
"Veronica urticifolia";1;5
"Veronica verna";0,1;1
"Veronica wormskjoldii";0,1;1
"Viburnum edule";400;1500
"Viburnum lantana";400;1500
"Viburnum opulus";400;1500
"Vicia americana";0,1;1
"Vicia amoena";1;5
"Vicia biennis";1;5
"Vicia cracca";1;5
"Vicia faba";1;5
"Vicia hirsuta";1;5
"Vicia macrantha";1;5
"Vicia megalotropis";1;5
"Vicia multicaulis";1;5
"Vicia pisiformis";1;5
"Vicia sepium";1;5
"Vicia sylvatica";1;5
"Vicia tenuifolia";1;5
"Vicia tetrasperma";1;5
"Vicia unijuga";1;5
"Vinca minor";2;15
"Vincetoxicum hirundinaria";2;15
"Viola adunca";2;15
"Viola arvensis";2;15
"Viola biflora";2;15
"Viola canina";2;15
"Viola collina";2;15
"Viola conspersa";2;15
"Viola dactyloides";2;15
"Viola dissecta";2;15
"Viola epipsila";2;15
"Viola glabella";2;15
"Viola hirta";2;15
"Viola langsdorffii";2;15
"Viola macloskeyi";2;15
"Viola mauritii";2;15
"Viola mirabilis";2;15
"Viola nephrophylla";2;15
"Viola palustris";2;15
"Viola pumila";2;15
"Viola renifolia";2;15
"Viola riviniana";2;15
"Viola rupestris";2;15
"Viola sacchalinensis";2;15
"Viola selkirkii";2;15
"Viola tricolor";2;15
"Viola uniflora";2;15
"Viscaria alpina";0,1;1
"Viscaria vulgaris";1;5
"Voitia hyperborea";10;500
"Voitia nivalis";10;500
"Waldsteinia ternata";2;15
"Warnstorfia fluitans";10;500
"Warnstorfia pseudostraminea";10;500
"Wilhelmsia physodes";1;5
"Woodsia alpina";10;500
"Woodsia glabella";10;500
"Woodsia ilvensis";10;500
"Xanthium strumarium";400;1500
"Zannichellia palustris";400;1500
"Zostera angustifolia";400;1500
"Zostera marina";400;1500
"Zygodon rupestris";2;15
"Zygodon viridissimus";2;15
"Acer platanoides";40;150
"Acer spicatum";40;150
"Aconitum cammarum";1;5
"Alchemilla filicaulis";0,1;1
"Alchemilla murbeckiana";0,1;1
"Alchemilla wichurae";0,1;1
"Allium splendens";0,1;1
"Anemonastrum dichotomum";2;15
"Anemonastrum narcissiflorum";2;15
"Arabidopsis lyrata";0,1;1
"Arabidopsis suecica";0,1;1
"Arabidopsis thaliana";0,1;1
"Arctoa blyttii";10;500
"Argentina anserina";2;15
"Asplenium trichomanes";10;500
"Aster sibiricus";10;500
"Astragalus frigidus";1;5
"Athyrium filix-femina";2;15
"Avena sativa";1;5
"Barbilophozia sudetica";10;500
"Bartramia ithyphylla";10;500
"Bartramia pomiformis";2;15
"Betula nana x pubescens";400;1500
"Botrypus virginianus";10;500
"Brideliella wahlenbergii";10;500
"Bucklandiella microcarpos";2;15
"Calamagrostis epigejos";1;5
"Calamagrostis stricta";1;5
"Carex oederi";1;5
"Carex pseudocyperus";1;5
"Carex rhizina";1;5
"Cerastium holosteoides";0,1;1
"Chrysanthemum zawadzkii";0,1;1
"Chrysosplenium sibiricum";0,1;1
"Cicerbita alpina";10;500
"Circaea alpina";400;1500
"Clintonia borealis";1;5
"Codriophorus acicularis";2;15
"Convallaria majalis";400;1500
"Corylus avellana";400;1500
"Corylus cornuta";400;1500
"Cotoneaster acutifolius";400;1500
"Cypripedium acaule";2;15
"Cystopteris dickieana";10;500
"Dendrolycopodium dendroideum";2;15
"Dichodon cerastoides";NA;NA
"Dicranella subulata";10;500
"Dilutineuron fasciculare";10;500
"Diobelonella palustris";10;500
"Drepanocladus trifarius";10;500
"Drosera intermedia";0,1;1
"Dupontia fulva";1;5
"Empetrum hermaphroditum";400;1500
"Eriophorum medium";10;500
"Eriophorum polystachion";10;500
"Erysimum virgatum";1;5
"Euphrasia vernalis";0,1;1
"Festuca trachyphylla";0,1;1
"Fragaria ananassa";400;1500
"Fraxinus excelsior";40;150
"Gagea minima";2;15
"Galium elongatum";0,1;1
"Gymnocarpium jessoense";10;500
"Hepatica nobilis";2;15
"Heracleum mantegazzianum";1;5
"Heracleum maximum";1;5
"Heterocladiella dimorpha";10;500
"Holcus mollis";1;5
"Humulus lupulus";1;5
"Hydrocharis morsus-ranae";400;1500
"Hylocomiadelphus triquetrus";2;15
"Hylotelephium maximum";2;15
"Impatiens capensis";1;5
"Iris versicolor";1;5
"Isopterygiella pulchella";10;500
"Kalmia angustifolia";40;150
"Kalmia polifolia";40;150
"Koeleria spicata";1;5
"Koenigia fennica";400;1500
"Lamium hybridum";2;15
"Larix decidua";40;150
"Lathyrus linifolius";0,1;1
"Lewinskya speciosa";2;15
"Ligusticum scothicum";1;5
"Lilium bulbiferum";1;5
"Lolium pratense";1;5
"Lophozia guttulata";10;500
"Lycopodium lagopus";10;500
"Lysimachia borealis";0,1;1
"Malaxis monophyllos";2;15
"Malva moschata";1;5
"Medicago sativa";1;5
"Monotropa uniflora";2;15
"Mycelis muralis";2;15
"Myosotis decumbens";0,1;1
"Myosotis sylvatica";0,1;1
"Niphotrichum canescens";10;500
"Noccaea caerulescens";0,1;1
"Nuphar variegata";400;1500
"Nyholmiella obtusifolia";2;15
"Omalotheca norvegica";10;500
"Omalotheca supina";10;500
"Orthodicranum montanum";10;500
"Ostericum tenuifolium";1;5
"Pachypleurum mutellinoides";1;5
"Papaver croceum";1;5
"Parasenecio hastatus";10;500
"Pastinaca sativa";0,1;1
"Pentanema salicinum";10;500
"Petasites hybridus";10;500
"Pilosella lactucella";10;500
"Pinus banksiana";40;150
"Pinus contorta";40;150
"Plagiothecium undulatum";2;15
"Plantago uliginosa";0,1;1
"Poa alpigena";1;5
"Poa angustifolia";0,1;1
"Poa compressa";1;5
"Poa humilis";0,1;1
"Pohlia bulbifera";10;500
"Polemonium villosum";1;5
"Polypodium virginianum";2;15
"Populus tremula";10;500
"Prunus virginiana";400;1500
"Pseudisothecium myosuroides";10;500
"Ptilidium pulcherrimum";2;15
"Ptychostomum pseudotriquetrum";10;500
"Ptychostomum weigelii";10;500
"Pulsatilla patens";10;500
"Quercus robur";400;1500
"Ranunculus propinquus";1;5
